language,watchers_count,open_issues_count,commit_count,contributors_count,stars_count,forks_count,size,days_since_last_commit,source_code_url,owner,repo
Solidity,0,0,3,0,0,0,9,117,https://github.com/loki-variants/loki-variants-token,loki-variants,loki-variants-token
Solidity,0,0,2,0,0,0,17,147,https://github.com/aldyrpl/xtra-token,aldyrpl,xtra-token
C++,134,12,1333,13,134,37,10206,803,https://github.com/ulordchain/ulordchain,ulordchain,ulordchain
Python,602,351,9513,33,602,240,39998,7,https://github.com/nucypher/nucypher,nucypher,nucypher
Go,0,0,6,0,0,0,24865,84,https://github.com/hanryubank/fandomchain,hanryubank,fandomchain
Solidity,0,0,4,0,0,0,16,302,https://github.com/diamond-token/smartcontracts,diamond-token,smartcontracts
"",0,0,3,0,0,0,9,899,https://github.com/marshalliongroupcoin/mlgc,marshalliongroupcoin,mlgc
"",2,0,2,0,2,3,8,94,https://github.com/babysquidgame/babysquidgame,babysquidgame,babysquidgame
"",1,0,11,0,1,0,130,36,https://github.com/wenlambo/wenlambo,wenlambo,wenlambo
C++,2,0,7,0,2,2,2744,1512,https://github.com/coins4lunch/evilcoin,coins4lunch,evilcoin
C++,24,1,227,8,24,14,21182,102,https://github.com/yentencoin/yenten,yentencoin,yenten
"",0,0,2,0,0,0,1,890,https://github.com/ak12-cryptocurrency/ak12-token,ak12-cryptocurrency,ak12-token
Solidity,1129,29,76,18,1129,772,4664,67,https://github.com/compound-finance/compound-protocol,compound-finance,compound-protocol
Handlebars,1,0,6,0,1,0,238,330,https://github.com/crazydefenseheroes/tower-ethereum-contracts,crazydefenseheroes,tower-ethereum-contracts
"",0,0,4,0,0,0,4,1130,https://github.com/spt-spectrum/spectrum-info,spt-spectrum,spectrum-info
JavaScript,0,0,38,3,0,1,3041,380,https://github.com/animocabrands/f1dt-ethereum-contracts,animocabrands,f1dt-ethereum-contracts
Solidity,0,0,17,2,0,1,3838,18,https://github.com/hhub-finance/hhub-contract,hhub-finance,hhub-contract
Solidity,74,8,52,0,74,68,178,325,https://github.com/0xbitcoin/0xbitcoin-token,0xbitcoin,0xbitcoin-token
"",0,0,4,0,0,0,15,75,https://github.com/d-b-s-g/babymind,d-b-s-g,babymind
"",0,0,2,0,0,0,8,123,https://github.com/geckolands/sourcecode,geckolands,sourcecode
Solidity,2,0,21,4,2,2,536,256,https://github.com/adrianwoodward/adventure-token,adrianwoodward,adventure-token
Solidity,0,0,2,0,0,0,9,67,https://github.com/iulianivg/harmonized_token,iulianivg,harmonized_token
Solidity,0,0,1,0,0,0,12,229,https://github.com/markw85/sportemongo,markw85,sportemongo
Solidity,4,2,37,2,4,3,385,189,https://github.com/lendroidproject/whalestreet-contracts,lendroidproject,whalestreet-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/squidmoontoken/squidmoonbsc,squidmoontoken,squidmoonbsc
"",0,0,0,0,0,0,0,2459602,https://github.com/roguedogetoken/roge,roguedogetoken,roge
Solidity,1,0,1,0,1,1,4,69,https://github.com/mononokeinu/fortune,mononokeinu,fortune
Erlang,463,7,3609,47,463,118,11448,96,https://github.com/zack-bitcoin/amoveo,zack-bitcoin,amoveo
Solidity,14,0,6,0,14,2,80,135,https://github.com/honeyfarmfi/honeyfarmcontracts,honeyfarmfi,honeyfarmcontracts
C++,4,0,21,0,4,5,21474,567,https://github.com/sovranocoin/sovranocoin,sovranocoin,sovranocoin
Solidity,35,0,12,5,35,3,2601,11,https://github.com/angleprotocol/angle-core,angleprotocol,angle-core
Solidity,2,0,14,0,2,2,100,128,https://github.com/nanodoge/nanodogecoin-contracts,nanodoge,nanodogecoin-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/coinmetro/distribution-smart-contracts,coinmetro,distribution-smart-contracts
Solidity,1,0,2,0,1,0,30,233,https://github.com/narwhalswap/thegrandbanks,narwhalswap,thegrandbanks
C++,4,0,24,0,4,0,6424,172,https://github.com/mttcoin/mttcoin-core,mttcoin,mttcoin-core
C++,505,116,19568,348,505,682,202922,2,https://github.com/pivx-project/pivx,pivx-project,pivx
"",0,0,0,0,0,0,0,2459602,https://github.com/quantisdev/quantisnet-fork-new-chain,quantisdev,quantisnet-fork-new-chain
Solidity,2,0,329,10,2,10,764,218,https://github.com/midascore/midasdollar-protocol,midascore,midasdollar-protocol
Solidity,4,0,4,0,4,1,3,99,https://github.com/1flr/1flr-contract,1flr,1flr-contract
Solidity,0,0,16,0,0,0,311,57,https://github.com/moontrust-crypto/moontrust,moontrust-crypto,moontrust
Go,20,0,1171,6,20,5,7625,752,https://github.com/yeeco/gyee,yeeco,gyee
JavaScript,7,1,99,3,7,6,2682,241,https://github.com/ichifarm/ichi-onetoken,ichifarm,ichi-onetoken
C++,5,0,13,3,5,3,15922,111,https://github.com/bitcoin-bam/btcbam-core,bitcoin-bam,btcbam-core
Solidity,3,0,2,0,3,3,16,285,https://github.com/hyperfinance/hyper-finance,hyperfinance,hyper-finance
C++,3,0,18,0,3,9,2728,2560,https://github.com/cedricprofit/quotient,cedricprofit,quotient
"",0,0,0,0,0,0,0,2459602,https://github.com/vault-investments/vault-core,vault-investments,vault-core
C++,12,0,16192,349,12,3,88468,669,https://github.com/historiaoffical/historia,historiaoffical,historia
C++,4,0,18171,357,4,1,136255,117,https://github.com/counos-platform/counos-x,counos-platform,counos-x
TypeScript,41,11,32,4,41,28,25239,956,https://github.com/team-hycon/hycon-core,team-hycon,hycon-core
C++,0,0,24,2,0,0,6599,1203,https://github.com/bowscoinbsc/bowscoin,bowscoinbsc,bowscoin
Solidity,1,0,16,0,1,0,87,81,https://github.com/conexuz/mimir-token,conexuz,mimir-token
Solidity,0,0,3,0,0,1,19,423,https://github.com/ec2token/ec2token,ec2token,ec2token
C++,1427,111,19080,352,1427,1152,160155,231,https://github.com/dashpay/dash,dashpay,dash
C++,58,1,16973,351,58,35,112842,87,https://github.com/deeponion/deeponion,deeponion,deeponion
C++,65,1,41,2,65,35,11254,603,https://github.com/thebitradio/bitradio,thebitradio,bitradio
Solidity,0,0,5,0,0,0,12,60,https://github.com/candyladbsc/candylad,candyladbsc,candylad
Solidity,16,3,160,4,16,27,179661,482,https://github.com/grapfinance/grap-protocol,grapfinance,grap-protocol
Solidity,0,0,6,0,0,0,249,75,https://github.com/drivenx/melonx,drivenx,melonx
"",0,0,0,0,0,0,0,2459602,https://github.com/1inch-exchange/1inch-token,1inch-exchange,1inch-token
"",1,0,17,2,1,0,481,1016,https://github.com/teamzikto/contract,teamzikto,contract
C++,129,0,11796,296,129,19,118885,1157,https://github.com/tenup-coin/tenup,tenup-coin,tenup
C++,0,0,2,0,0,0,5943,254,https://github.com/backpackercoin577/backpackercoin,backpackercoin577,backpackercoin
Solidity,2,0,2,0,2,1,225,111,https://github.com/defidotoken/defido,defidotoken,defido
"",47,2,166,2,47,8,326129,11,https://github.com/halbornsecurity/publicreports,halbornsecurity,publicreports
"",0,0,0,0,0,0,0,2459602,https://github.com/litecred/litecred,litecred,litecred
Solidity,0,0,3,0,0,0,3,68,https://github.com/mytheriagame/myra-token,mytheriagame,myra-token
"",4,1,30,2,4,4,46006,263,https://github.com/piotrreeqq/eswapping-limitbot-bsc,piotrreeqq,eswapping-limitbot-bsc
"",5,0,4,0,5,2,89,1075,https://github.com/tratoktoken/smart-contracts,tratoktoken,smart-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/magicforestbsc/magicforest,magicforestbsc,magicforest
Solidity,3,0,54,0,3,0,109,492,https://github.com/swirge/swirgepay,swirge,swirgepay
C++,18,2,1,0,18,25,3,813,https://github.com/enumivo/eidos,enumivo,eidos
"",0,0,0,0,0,0,0,2459602,https://github.com/abitnetwork/tat-token-contract,abitnetwork,tat-token-contract
"",0,0,2,0,0,0,13,251,https://github.com/pathfund/pathfund,pathfund,pathfund
"",0,0,1,0,0,0,4,216,https://github.com/zconprotocol/zcon,zconprotocol,zcon
C++,8,0,18219,358,8,2,132462,138,https://github.com/bta-bata/bataoshi,bta-bata,bataoshi
Go,322,16,284,16,322,225,13619,12,https://github.com/crypto-org-chain/chain-main,crypto-org-chain,chain-main
C++,11,1,133,4,11,11,11202,741,https://github.com/beetledev/wallet,beetledev,wallet
C++,0,0,15673,208,0,0,213463,226,https://github.com/hertznetwork/hertznetwork,hertznetwork,hertznetwork
JavaScript,0,0,14,3,0,0,4179,122,https://github.com/yfdaifinance/ssgtgovernance,yfdaifinance,ssgtgovernance
Solidity,0,0,1,0,0,0,5,156,https://github.com/techtheone/hkc-ether,techtheone,hkc-ether
Solidity,0,2,5,2,0,0,25,53,https://github.com/jetoken-cryptocurrency/jetoken,jetoken-cryptocurrency,jetoken
JavaScript,15,8,143,4,15,8,1706,954,https://github.com/energywebfoundation/ewc-system-contracts,energywebfoundation,ewc-system-contracts
"",1,0,4,0,1,0,7,1316,https://github.com/comiketcoindev/comiketcoin,comiketcoindev,comiketcoin
JavaScript,0,0,41,0,0,0,1480,514,https://github.com/vkenafcoin/vkenaf,vkenafcoin,vkenaf
C++,7,4,3948,104,7,9,188297,250,https://github.com/vericoin/vericoin,vericoin,vericoin
Solidity,6,0,3,0,6,1,9,266,https://github.com/safegem/safegem-finance,safegem,safegem-finance
C++,4,3,14770,348,4,4,86409,225,https://github.com/gleecs/gleecbtc-fullnode-win-mac-linux,gleecs,gleecbtc-fullnode-win-mac-linux
"",0,0,1,0,0,0,0,476,https://github.com/yefim-yfm/yefim-yfm,yefim-yfm,yefim-yfm
Solidity,2,0,11,0,2,2,1194,190,https://github.com/redteam-blockchain/redfeg,redteam-blockchain,redfeg
"",6,0,73,5,6,11,204,5,https://github.com/swopfi/swopfi-smart-contracts,swopfi,swopfi-smart-contracts
Solidity,0,7,12,2,0,0,866,474,https://github.com/pjsimpkins/arroerc20code,pjsimpkins,arroerc20code
"",0,0,0,0,0,0,0,2459602,https://github.com/playvalkyrio/smart_contract_v2,playvalkyrio,smart_contract_v2
"",0,0,0,0,0,0,0,2459602,https://github.com/e2chain-dev/deeper-chain,e2chain-dev,deeper-chain
"",0,0,1,0,0,0,0,476,https://github.com/yefim-yfm/yefim-yfm,yefim-yfm,yefim-yfm
C++,13,1,14,0,13,4,10184,232,https://github.com/aryacoin/aryacoin,aryacoin,aryacoin
"",0,0,0,0,0,0,0,2459602,https://github.com/wu-emma/bitgesell,wu-emma,bitgesell
Solidity,178,0,168,5,178,136,13653,32,https://github.com/pancakebunny-finance/bunny,pancakebunny-finance,bunny
JavaScript,104,10,598,4,104,38,3240,500,https://github.com/aragon/aragon-court,aragon,aragon-court
Solidity,6,0,2,0,6,2,1522,95,https://github.com/midaily/daily-cop,midaily,daily-cop
"",0,0,1,0,0,0,3,74,https://github.com/wallstreetinu/contract,wallstreetinu,contract
"",0,0,0,0,0,0,0,2459602,https://github.com/bitcoinpos/bitcoinpos,bitcoinpos,bitcoinpos
C++,4,1,16162,335,4,4,91560,51,https://github.com/peps-project/peps,peps-project,peps
C++,59,22,24532,334,59,48,126073,51,https://github.com/veruscoin/veruscoin,veruscoin,veruscoin
Solidity,1,0,3,0,1,4,24,281,https://github.com/rocket-moon/token-contract,rocket-moon,token-contract
"",1,0,1,0,1,0,0,373,https://github.com/leader7707/isalcoin,leader7707,isalcoin
JavaScript,13,6,69,3,13,5,567,864,https://github.com/zachdoty/peg-usdb,zachdoty,peg-usdb
"",0,0,0,0,0,0,0,2459602,https://github.com/shibacash/shibacash,shibacash,shibacash
Solidity,7,0,2,0,7,0,41,261,https://github.com/catzcoin/catzcoin,catzcoin,catzcoin
C++,654,264,12470,28,654,189,59017,0,https://github.com/beammw/beam,beammw,beam
"",1,0,2,0,1,0,3,1320,https://github.com/obitanchain/code2,obitanchain,code2
Solidity,6,0,8,0,6,0,40,201,https://github.com/dingotoken/dingo-token,dingotoken,dingo-token
"",0,0,2,0,0,0,12,68,https://github.com/sertoken/sertoken,sertoken,sertoken
C,7,0,1,0,7,0,124330,31,https://github.com/specialcoins/gravitycoin,specialcoins,gravitycoin
C++,13,0,15541,351,13,4,121262,8,https://github.com/krekeler/documentchain,krekeler,documentchain
C++,12,0,54,3,12,10,21630,603,https://github.com/proxynode/proxynode,proxynode,proxynode
C++,0,0,6,0,0,2,2699,33,https://github.com/zennies/zennies,zennies,zennies
JavaScript,51,13,5968,13,51,16,780579,4,https://github.com/saitotech/saito-lite,saitotech,saito-lite
C,1,0,14,0,1,4,2605,1261,https://github.com/mojov3/mojocoin,mojov3,mojocoin
Solidity,0,0,10,2,0,0,672,72,https://github.com/meligame/meliora,meligame,meliora
Solidity,6,0,37,3,6,2,2638,14,https://github.com/rootkitfinance/root-protocol,rootkitfinance,root-protocol
"",0,0,0,0,0,0,0,2459602,https://github.com/scriptexpert/eurocoin,scriptexpert,eurocoin
"",0,0,1,0,0,0,4,1174,https://github.com/tenaprotocol/contract,tenaprotocol,contract
C++,6,0,10551,274,6,20,78283,1343,https://github.com/coinprojects/amsterdamcoin-v4,coinprojects,amsterdamcoin-v4
JavaScript,0,0,5,0,0,1,1295,65,https://github.com/madworld-io/madworld-contracts,madworld-io,madworld-contracts
"",0,0,2,0,0,0,29,66,https://github.com/busdx/smartcontract-source-code,busdx,smartcontract-source-code
Java,183,16,85,0,183,104,844,288,https://github.com/prizmspace/prizmcore,prizmspace,prizmcore
"",3,0,15,0,3,2,342,1237,https://github.com/scanetchain/scanetchain-erc20-token,scanetchain,scanetchain-erc20-token
"",0,0,0,0,0,0,0,2459602,https://github.com/hubtoken/hub-ethereum-token,hubtoken,hub-ethereum-token
"",0,0,0,0,0,0,0,2459602,https://github.com/arijitsil/smartcontract-proxycontractecr20,arijitsil,smartcontract-proxycontractecr20
PHP,76,2,260,6,76,41,723,185,https://github.com/arionum/node,arionum,node
Solidity,0,0,1,0,0,0,16459,58,https://github.com/mugoldenage/contrato,mugoldenage,contrato
"",0,0,1,0,0,0,1,316,https://github.com/uswap-me/eft,uswap-me,eft
"",0,0,0,0,0,0,0,2459602,https://github.com/yvs-finance/yvs-protocol,yvs-finance,yvs-protocol
C++,1,0,7920,265,1,0,47052,33,https://github.com/scootercoinwallet/wallet,scootercoinwallet,wallet
Solidity,0,0,3,0,0,0,6,55,https://github.com/land-of-doges/landofdoges-token,land-of-doges,landofdoges-token
C++,7,0,18610,345,7,7,124115,565,https://github.com/ionomy/ion,ionomy,ion
Python,395,63,64,9,395,210,211,557,https://github.com/ftexchange/ftx,ftexchange,ftx
"",0,0,4,0,0,3,106,1188,https://github.com/mpg1977/howdoo.token.contracts,mpg1977,howdoo.token.contracts
C++,3,0,15,0,3,4,3538,2052,https://github.com/posex/posex,posex,posex
Go,15,2,57,3,15,8,2046,120,https://github.com/rizon-world/rizon,rizon-world,rizon
Rich Text Format,0,0,2,0,0,0,2,590,https://github.com/bitcoinhedge/contract-source-code,bitcoinhedge,contract-source-code
Solidity,0,0,5,0,0,0,9,286,https://github.com/copiosa/copiosa-coin,copiosa,copiosa-coin
"",0,0,0,0,0,0,0,2459602,https://github.com/walletbuilders/chesscoin,walletbuilders,chesscoin
JavaScript,85,3,3,0,85,49,163,1373,https://github.com/nexofinance/nexo-token,nexofinance,nexo-token
Solidity,0,0,1,0,0,0,4,77,https://github.com/zaddyinu/zaddy-inu,zaddyinu,zaddy-inu
"",1,0,1,0,1,0,0,538,https://github.com/neerajc4f/financial-investment-token,neerajc4f,financial-investment-token
JavaScript,1,0,3,2,1,1,32,1198,https://github.com/teamtraxia/traxiamembershiptoken,teamtraxia,traxiamembershiptoken
C++,3,1,2,0,3,1,5977,972,https://github.com/nyecoin/nye,nyecoin,nye
"",9,3,337,7,9,17,23252,940,https://github.com/buzzcoin-project/buzz,buzzcoin-project,buzz
Solidity,29,0,7,0,29,183,366,228,https://github.com/screadore/exzocoin.sol,screadore,exzocoin.sol
Ruby,2,0,3,0,2,4,14,83,https://github.com/kingmoneycurrency/kingmoney,kingmoneycurrency,kingmoney
Java,88,12,8538,21,88,53,36632,26,https://github.com/nuls-io/nuls-v2,nuls-io,nuls-v2
C++,1,0,10,0,1,0,5590,39,https://github.com/nodestats-ns/nodestats,nodestats-ns,nodestats
Solidity,1,0,2,0,1,0,11,200,https://github.com/peepscoin/contract,peepscoin,contract
Solidity,6,0,18,3,6,10,1560,248,https://github.com/superlauncher/smartcontracts,superlauncher,smartcontracts
"",0,0,0,0,0,0,0,2459602,https://github.com/torii-financehttps:/cointelegraph.com,torii-financehttps:,cointelegraph.com
Solidity,0,0,10,0,0,0,27,31,https://github.com/foxgirltoken/foxgirl,foxgirltoken,foxgirl
C,2897,218,7635,74,2897,963,27064,1,https://github.com/stellar/stellar-core,stellar,stellar-core
JavaScript,0,0,202,2,0,1,22392,140,https://github.com/1brahimsaid/babyboo,1brahimsaid,babyboo
Solidity,7,0,148,0,7,0,4638,334,https://github.com/xvi10/xvix-contracts,xvi10,xvix-contracts
Solidity,3,0,3,2,3,1,23,106,https://github.com/catenaxdex/catenax,catenaxdex,catenax
Solidity,0,0,31,2,0,0,445,51,https://github.com/sphynxswap/sphynxswap-farm,sphynxswap,sphynxswap-farm
Solidity,5,0,6,0,5,3,1314,185,https://github.com/bumoonio/bumoon,bumoonio,bumoon
Solidity,0,0,2,0,0,0,7,52,https://github.com/bakkar7/doxxedsanta,bakkar7,doxxedsanta
Solidity,5,0,33,3,5,3,22,85,https://github.com/timecoinprotocol/timecoin,timecoinprotocol,timecoin
C++,18,0,85,4,18,17,6972,1181,https://github.com/pallas1/cryptonite,pallas1,cryptonite
C++,8,6,130,5,8,12,6723,1185,https://github.com/spreadcoin/spreadcoin,spreadcoin,spreadcoin
"",0,0,0,0,0,0,0,2459602,https://github.com/dfsocial/defi-social-gaming,dfsocial,defi-social-gaming
Solidity,10,0,2,0,10,5,9,169,https://github.com/hectortheman/minifootball,hectortheman,minifootball
Python,35,0,10,0,35,9,6,256,https://github.com/yearn/woofy,yearn,woofy
Solidity,0,0,1,0,0,0,8,133,https://github.com/hornydogetoken/contract,hornydogetoken,contract
C++,0,0,13241,266,0,1,190512,310,https://github.com/italocoin-project/italo,italocoin-project,italo
C++,4,0,60,4,4,3,2186,16,https://github.com/taj-coin/tajcoin,taj-coin,tajcoin
Solidity,0,0,3,0,0,0,4,73,https://github.com/chainlistnfts/chainlist-contracts,chainlistnfts,chainlist-contracts
C++,5,0,20030,355,5,4,136041,507,https://github.com/velescore/veles,velescore,veles
C++,5,1,652,0,5,8,32707,168,https://github.com/jojapoppa/fedoragold,jojapoppa,fedoragold
"",0,0,0,0,0,0,0,2459602,https://github.com/studentcointeam/stc-erc20-v2,studentcointeam,stc-erc20-v2
C++,10,0,33,2,10,3,2779,818,https://github.com/vinchain/vinchain-blockchain,vinchain,vinchain-blockchain
Solidity,3,0,32,0,3,1,1458,123,https://github.com/mycryptocheckout/rewardstoken,mycryptocheckout,rewardstoken
JavaScript,60,16,2145,7,60,23,23562,9,https://github.com/rmrk-team/rmrk-tools,rmrk-team,rmrk-tools
Elixir,206,101,4365,31,206,60,15083,305,https://github.com/omgnetwork/elixir-omg,omgnetwork,elixir-omg
C++,1,0,7,0,1,1,2593,1790,https://github.com/voltcoin/volt,voltcoin,volt
Solidity,0,0,1,0,0,1,10,62,https://github.com/de-fiapes/de-fi-apes,de-fiapes,de-fi-apes
Go,728,15,3024,17,728,213,9442,3,https://github.com/vechain/thor,vechain,thor
C++,7,1,39,2,7,4,8162,18,https://github.com/vidulum/vidulum,vidulum,vidulum
"",0,0,0,0,0,0,0,2459602,https://github.com/hugofinance/hugo-contracts,hugofinance,hugo-contracts
"",0,0,20,0,0,1,291,537,https://github.com/equusprotocol/equus,equusprotocol,equus
"",0,0,0,0,0,0,0,2459602,https://github.com/risingstar2018/zurcoin,risingstar2018,zurcoin
C++,4,0,1,0,4,7,8786,1167,https://github.com/dashgreencoin/dashgreen,dashgreencoin,dashgreen
"",12,0,47,2,12,3,488,90,https://github.com/basketdao/contracts,basketdao,contracts
Solidity,2,0,8,0,2,0,757,244,https://github.com/bemfoundation/bem,bemfoundation,bem
Solidity,2,0,8,0,2,0,49,309,https://github.com/pyxiscto/pyxis-smartcontracts,pyxiscto,pyxis-smartcontracts
Solidity,0,0,3,0,0,0,15,52,https://github.com/supermegahyperdoge/supermegahyperdoge,supermegahyperdoge,supermegahyperdoge
"",12,0,47,2,12,3,488,90,https://github.com/basketdao/contracts,basketdao,contracts
Python,41,3,84,4,41,23,215,905,https://github.com/splyse/mct,splyse,mct
C++,7,0,341,0,7,4,8624,90,https://github.com/fromhddtossd/sorachancoin-qt,fromhddtossd,sorachancoin-qt
"",0,0,0,0,0,0,0,2459602,https://github.com/orgs/luckylionio,orgs,luckylionio
Solidity,0,0,3,0,0,1,27,149,https://github.com/kaijuworlds/kaijuworlds-contract,kaijuworlds,kaijuworlds-contract
Solidity,1,0,6,0,1,0,13,472,https://github.com/yficredits/yficg,yficredits,yficg
Solidity,0,0,3,0,0,1,6,273,https://github.com/elontech/elontech.sol,elontech,elontech.sol
"",2,0,27,0,2,0,11834,22,https://github.com/ttcoin-tc/tc,ttcoin-tc,tc
"",0,0,0,0,0,0,0,2459602,https://github.com/enigmampc/secretnetwork,enigmampc,secretnetwork
"",0,0,0,0,0,0,0,2459602,https://github.com/jasonrosenstein/portion,jasonrosenstein,portion
C++,6603,580,10701,276,6603,3185,171703,37,https://github.com/monero-project/monero,monero-project,monero
"",0,0,2,0,0,0,1,323,https://github.com/axiaprotocol/axixv3,axiaprotocol,axixv3
"",0,0,2,0,0,0,1,82,https://github.com/metashib/metashibtoken,metashib,metashibtoken
Java,2,6,783,8,2,0,82411,450,https://github.com/exmrcoin/project-gcps.io,exmrcoin,project-gcps.io
Solidity,1,0,169,2,1,0,297,27,https://github.com/defiofthrones/dottokencontract,defiofthrones,dottokencontract
Solidity,0,0,3,0,0,0,9,80,https://github.com/schrodingertoken/dinger,schrodingertoken,dinger
Solidity,2,0,3,0,2,1,5,337,https://github.com/kangaltoken/contract,kangaltoken,contract
C++,7,2,2,0,7,6,4154,1361,https://github.com/zealiumcoin/zealium,zealiumcoin,zealium
C++,5,1,23676,356,5,0,53203,88,https://github.com/officialworldcoinglobal/worldcoin,officialworldcoinglobal,worldcoin
Go,2189,165,6206,83,2189,324,124543,1,https://github.com/storj/storj,storj,storj
Python,14,1,131,4,14,7,183,877,https://github.com/narrativecompany/tokensale-neo-smartcontract,narrativecompany,tokensale-neo-smartcontract
Solidity,0,0,2,0,0,0,52,169,https://github.com/maskdoge/maskdogecoin,maskdoge,maskdogecoin
Solidity,1,0,39,3,1,2,68,31,https://github.com/coinracer-io/crace-contracts,coinracer-io,crace-contracts
"",0,0,1,0,0,0,1,890,https://github.com/refork-org/efk-smart_contract,refork-org,efk-smart_contract
C++,6,0,20485,354,6,1,93364,405,https://github.com/eurekacoin/eurekacoin,eurekacoin,eurekacoin
"",4,0,33,0,4,1,85906,246,https://github.com/greenheartcbd/greenheart-cbd-project,greenheartcbd,greenheart-cbd-project
"",0,0,4,0,0,0,17,761,https://github.com/benepit/erccontracts,benepit,erccontracts
"",5,0,8,0,5,2,10,1463,https://github.com/olxacoin/olxa,olxacoin,olxa
C++,1,0,28477,361,1,1,171157,284,https://github.com/pwrcoin/pwrcoin,pwrcoin,pwrcoin
"",0,0,3,0,0,0,2,639,https://github.com/stpay/contract,stpay,contract
C++,1,2,12166,347,1,1,84004,236,https://github.com/commerciumblockchain/commercium,commerciumblockchain,commercium
C++,13,3,53,2,13,10,3535,665,https://github.com/cryptocoderz/insn,cryptocoderz,insn
JavaScript,0,2,2027,4,0,6,579686,2,https://github.com/upfinitycrypto/upfinitycrypto.github.io,upfinitycrypto,upfinitycrypto.github.io
C++,267,79,60313,357,267,67,122082,1,https://github.com/defich/ain,defich,ain
C++,12,0,228,2,12,8,86775,669,https://github.com/fantasygold/fantasygold-core,fantasygold,fantasygold-core
"",0,0,0,0,0,0,0,2459602,https://github.com/mznrahi786/yfa,mznrahi786,yfa
Solidity,0,0,1,0,0,0,6,116,https://github.com/atbfigtoken/atbfig-token,atbfigtoken,atbfig-token
"",0,0,0,0,0,0,0,2459602,https://github.com/flokidogeofficial/flokidogeofficial,flokidogeofficial,flokidogeofficial
"",0,0,0,0,0,0,0,2459602,https://github.com/dragon-crypto-gaming/dcau-frontend,dragon-crypto-gaming,dcau-frontend
C#,21,4,51,2,21,9,16200,15,https://github.com/mangodager/smartx-dotnet,mangodager,smartx-dotnet
Solidity,5,0,8,0,5,0,14,125,https://github.com/nextypefinance/miningtycoon,nextypefinance,miningtycoon
C++,3,1,1,0,3,6,10146,2229,https://github.com/adzcoin/adzcoin,adzcoin,adzcoin
Solidity,1,0,3,2,1,1,22,289,https://github.com/papelprotocol/papel.sol,papelprotocol,papel.sol
"",0,0,0,0,0,0,0,2459602,https://github.com/lee01101985/token.git,lee01101985,token.git
C++,18,3,110,8,18,18,63278,652,https://github.com/iobond/aib,iobond,aib
"",0,0,2,0,0,2,3,978,https://github.com/asyagro/asy,asyagro,asy
"",0,0,0,0,0,0,0,2459602,https://github.com/orgs/absorbco2,orgs,absorbco2
"",0,0,0,0,0,0,0,2459602,https://github.com/lee01101985/token.git,lee01101985,token.git
Solidity,0,0,5,0,0,0,19,84,https://github.com/story-dev-user/storycontracts,story-dev-user,storycontracts
"",1,1,2,0,1,0,5,730,https://github.com/bananatok/bananatok,bananatok,bananatok
"",4,3,26,0,4,0,28,942,https://github.com/bitciteknoloji/coin-api-docs,bitciteknoloji,coin-api-docs
Rust,16,0,26,2,16,10,6534,35,https://github.com/provable-things/ptokens-core,provable-things,ptokens-core
"",0,0,0,0,0,0,0,2459602,https://github.com/torii-financehttps:/cointelegraph.com,torii-financehttps:,cointelegraph.com
Solidity,0,0,2,0,0,0,16,187,https://github.com/muconfintech/mu,muconfintech,mu
"",0,0,5,0,0,0,18,1479,https://github.com/andreasfink/cajutel-smartcontract,andreasfink,cajutel-smartcontract
C++,35,1,18043,349,35,74,110494,48,https://github.com/gobytecoin/gobyte,gobytecoin,gobyte
"",1,1,2,0,1,0,5,730,https://github.com/bananatok/bananatok,bananatok,bananatok
Solidity,1,0,2,0,1,1,21,60,https://github.com/dogedrinks/dogedrinks,dogedrinks,dogedrinks
C++,15,0,16228,335,15,13,95641,3,https://github.com/cryptoflowcoin/cryptoflowcoin,cryptoflowcoin,cryptoflowcoin
"",1,0,5,0,1,1,22,143,https://github.com/frenchconnected/fcf,frenchconnected,fcf
C++,0,0,1,0,0,0,2061,917,https://github.com/vindaxcom/vindax-chain,vindaxcom,vindax-chain
"",0,0,3,0,0,1,4,761,https://github.com/ticketfarm/bithao,ticketfarm,bithao
C++,3,1,16264,349,3,0,500266,830,https://github.com/blastdev/blast-core-v2,blastdev,blast-core-v2
"",0,0,0,0,0,0,0,2459602,https://github.com/atoo388/apple.network,atoo388,apple.network
Shell,18,0,50,2,18,49,179955,22,https://github.com/electronero/electronero,electronero,electronero
Solidity,0,0,11,2,0,1,3217,100,https://github.com/hagglexhq/hag-token,hagglexhq,hag-token
JavaScript,212,46,1584,3,212,23,17330,331,https://github.com/gelatodigital/gelato-network,gelatodigital,gelato-network
Solidity,3,0,8,0,3,1,24,305,https://github.com/mogulproductions/stars,mogulproductions,stars
JavaScript,6,0,34,0,6,3,35,1354,https://github.com/amo-project/amo-contracts,amo-project,amo-contracts
C++,15,1,75,3,15,13,4747,785,https://github.com/kalkulusteam/klks,kalkulusteam,klks
C++,1,0,21287,358,1,0,134457,325,https://github.com/darkpaycoin/darkpay-core,darkpaycoin,darkpay-core
Solidity,82,9,6,0,82,104,21,341,https://github.com/reflectfinance/reflect-contracts,reflectfinance,reflect-contracts
Solidity,1,0,2,0,1,1,9,302,https://github.com/mello-token/mellotoken,mello-token,mellotoken
